Place,Phone,Website,Address,City,ZIP,LAT,LON,Type
Tantrick Brewing Co,(269) 512-7016,https://tantrickbrewing.com/,"633 Hooker Rd, Allegan, MI 49010",Allegan, 49010,42.52176,-85.828766,1
Drafting Table Brewing Company,(248) 956-7279,draftingtablebeer.com,"49438 Pontiac Trail Wixom, MI 48393",Wixom, 48393,42.524404,-83.536571,1
Kuhnhenn Brewing Company-Warren,(586) 979-8361,www.kbrewery.com,"5919 Chicago Rd. Warren, MI 48092",Warren, 48092,42.527717,-83.04681,1
Brewery Becker,(734) 678-3238,brewerybecker.com,"500 West Main Street Brighton, MI 48116",Brighton, 48116,42.529522,-83.785481,1
Black Lotus Brewing Company,(248) 577-1878,blacklotusbrewingco.com,"1 E. 14 Mile Road Clawson, MI 48017",Clawson, 48017,42.533563,-83.141428,1
Waypost Brewing Co.,(269) 496-5096,www.waypostbeer.com,"1630 Blue Star Hwy. Fennville, MI 49408",Fennville, 49408,42.536319,-86.211151,1
War Water Brewery,(810) 326-2084,warwaterbrewery.com,"201 N. Riverside Saint Claire, MI 48070",Saint Claire, 48070,42.543023,-83.223906,1
Griffin Claw Brewing Company,(248) 712-4050,griffinclawbrewingcompany.com,"575 S. Eton St. Birmingham, MI 48009",Birmingham, 48009,42.543457,-83.195464,1
Griffin Claw Brewing Company ,,http://www.griffinclawbrewingcompany.com/,, Birmingham,,42.546701,-83.211319,4
Great Baraboo Brewing Company,(586) 79-,www.greatbaraboo.com,"35905 Utica Road Clinton Township, MI 48035",Clinton Township, 48035,42.560237,-82.965332,1
Charlotte Brewing Company (Eaton Pub & Grill),(517) 543-8882,eatonpub.com,"214 South Cochran Avenue Charlotte, MI 48813",Charlotte, 48813,42.56104,-84.835997,1
Granite City Food & Brewery-Troy,(248) 519-1040,www.gcfb.net,"699 W Big Beaver Road Troy, MI 48084",Troy, 48084,42.561256,-83.180966,1
Kuhnhenn B.C. Taproom/Production-Clinton Township,(586) 231-0249,www. .com/KuhnhennClinton,"36000 Groesbeck Highway Clinton Township, MI 48035",Clinton Township, 48035,42.562204,-82.917516,1
Country Mill Winery ,,http://www.countrymill.com/,, Charlotte,,42.563737,-84.835579,4
"Superior Lakes, Harrison Twp.",,www.superiorlakes.com,36285 Jefferson,Harrison Township,48045,42.564755,-82.844369,3
Virtue Cider,,,2170 62nd Street,Fennville,49408,42.576187,-86.151648,2
Block Brewing Brighton,(810) 206-3990,blockbrewingbrighton.com,"1840 South Old US 23 Brighton , MI 48114",Brighton , 48114,42.57722,-83.753286,1
CJ’s Brewing Company,(248) 366-7979,cjsbrewingcompany.com,"8115 Richardson Road  Commerce Twp., MI 48382",Commerce Twp., 48382,42.577646,-83.443695,1
Fenn Valley Vineyards,,,6130 122nd Avenue,Fennville,49408,42.578441,-86.144087,2
BAD Brewing Company,(517) 676-7664,badbrewing.com,"440 South Jefferson Mason, MI 48854",Mason, 48854,42.578763,-84.443254,1
Filipo Marc Winery,,,39085 Garfield,Clinton Township,48038,42.584328,-82.952038,2
The Country Mill,,,4648 Otto Road,Charlotte,48813,42.585575,-84.797799,2
Rod & Rifle Spirits,,,14 Belleview,Mt Clemens,48043,42.58626,-82.883715,2
River's Edge Brewing Company,(248) 685-1625,riversedgebrew.com,"125 South Main Milford, MI 48381",Milford, 48381,42.58675,-83.600416,1
Chateau Valerio Winery,,,39085 Moravian Drive,Clinton Township,48036,42.588867,-82.914039,2
Kickstand Brewing Company,(248) 301-5941,www. .com,"3050 Union Lake Road Unit 4ACommerce Township, MI 48382",Commerce Township, 48382,42.590813,-83.445983,1
Crane’s Pie Pantry ,,http://cranespiepantry.com/,, Fennville,,42.594105,-86.104596,4
Fenn Valley Vineyards ,,https://www.fennvalley.com/,, Fennville,,42.594105,-86.104596,4
Vander Mill ,, Grand Rapids Virtue Cider ,, Fennville,,42.594105,-86.104596,4
Howell's MainStreet Winery,,,201 W. Grand River,Howell,48843,42.595779,-84.0006,2
Aberrant Ales,(517) 518-8699,www.aberrantales.com,"219 West Grand River Howell , MI 48843",Howell , 48843,42.595945,-84.000154,1
Block Brewing Company,(517) 540-0300,blockbrewingcompany.com,"1140 S. Michigan Howell, MI 48843",Howell, 48843,42.616791,-83.925828,1
Hartland Brewing Company,(248) 842-3158,hartlandbrewco.com,"1836 N Old US 23  Howell , MI 48843",Howell , 48843,42.618245,-83.749977,1
Saugatuck B.C.,(269) 857-7222,saugatuckbrewing.com,"2948 Blue Star Hwy. Douglas, MI 49406",Douglas, 49406,42.631149,-86.21202,1
Eternity Brewing Company,(517) 295-4904,www.eternitybrewing.com,"4060 E Grand River Avenue Howell, MI 48843",Howell, 48843,42.632234,-83.994301,1
Saugatuck Brewing Company,,,2948 Blue Star Highway,Fennville,49408,42.632284,-86.211993,2
Sherwood B.C.,(586) 532-9669,sherwoodbrewing.com,"45689 Hayes Road Shelby Township, MI 48315",Shelby Township, 48315,42.632342,-82.974993,1
Fillmore 13 Brewery,(248) 977-3972,fillmore13brewery.com,"7 N. Saginaw Steet Pontiac , MI 48342",Pontiac , 48342,42.636885,-83.292067,1
Exferimentation Brewing Company,(248) 648-1377,exferimentationbrewing.com,"7 N. Saginaw Street Pontiac, MI 48342",Pontiac, 48342,42.636992,-83.292346,1
Cap N Cork Brewing Company,(586) 217-3576,capncorkhomebrew.com,"16776 21 Mile Rd Macomb, MI 48044",Macomb, 48044,42.642139,-82.954684,1
Saugatuck Brewing Company ,,http://saugatuckbrewing.com/,, Douglas,,42.643358,-86.200593,4
Dimes Brewhouse,(000) 000-0000,www.dimesbrewhouse.com,"145 North Bridge Dimondale , MI 48221",Dimondale , 48221,42.645593,-84.648949,1
Walldorff Brewpub and Bistro,(269) 945-4400,walldorffbrewpub.com,"105 East State Street Hastings, MI 49058",Hastings, 49058,42.648741,-85.285481,1
Mitten Brewing Company,(269) 455-5719,www.mittenbrewing.com/saugatuck,"329 Water Street Saugatuck, MI 49453",Saugatuck, 49453,42.656891,-86.205241,1
Rustic Leaf Brewing Company,(248) 599-9933,rusticleafbrewingcompany.com,"7200 Highland Road Waterford, MI 48327",Waterford, 48327,42.661354,-83.428351,1
Glass Creek Winery,(269) 948-2752,`,"450 N Whitmore Road Hastings, MI 49058",Hastings, 49058,42.662098,-85.406708,1
Guardian Brewing Company,(269) 543-2238,guardianbrewingco.com,"3657 63'rd Street Saugatuck, MI 49453",Saugatuck, 49453,42.669696,-86.164144,1
"Openroad Brewery, The",(616) 293-7855,www.openroadbrewing.com,"128 South Main Street Wayland, MI 49348",Wayland, 49348,42.673112,-85.643318,1
Fieldstone Winery,,,223 South Main Street,Rochester,48307,42.67481,-83.133493,2
Carriage House Cellars,,,10411 Clyde Road,Fenton,48430,42.677014,-83.753776,2
Brooks Brewing,(586) 884-4741,Bbrewing.com,"52033 Van Dyke Shelby Township, MI 48316",Shelby Township, 48316,42.677162,-83.034252,1
Rochester Mills Beer Co.,(248) 650-5080,rochestermillsbeerco.com,"400 Water Street Rochester , MI 48308",Rochester , 48308,42.680471,-83.131208,1
Fieldstone Hard Cider ,,http://fieldstonehardcider.com/,, Rochester,,42.680588,-83.133821,4
Michigan Brewing Works,(517) 655-7777,www.michiganbrewingworks.com,"3435 Dietz Road Williamston, MI 48895",Williamston, 48895,42.680848,-84.229013,1
Michigan Brewing Works,,,3435 Dietz Road,Williamston,48895,42.680848,-84.229013,2
Rochester Mills Production Brewery and Public Taproom,(248) 377-3130,`,"3275 Lapeer West Road Auburn Hills, MI 48326",Auburn Hills, 48326,42.688393,-83.241112,1
Parker’s Hilltop Brewery & Spirits,(248) 383-8444,hilltopbrew.com,"6110 N. Dixie Highway Clarkston, MI 48346",Clarkston, 48346,42.710335,-83.407185,1
EagleMonk Pub & Brewery,(517) 881-4605,www.eaglemonkbrewing.com,"4906 W. Mt. Hope Hwy. Lansing , MI 48917",Lansing , 48917,42.712062,-84.652197,1
Blue Pike Cantina,(810) 765-4200,`,"152 S Water Street Marine City, MI 48039",Marine City, 48039,42.718296,-82.490857,1
Brown Iron Brewhouse,(586) 697-3300,www.BrownIron.com,"57695 Van Dyke Road Washington, MI 48094",Washington, 48094,42.719201,-83.035742,1
Sleepwalker Spirits & Ales,(517) 719-7563,www.drinksleepwalker.com,"1101 S Washington Ave Lansing , MI 48910",Lansing , 48910,42.721725,-84.552102,1
Mountain Town Brewing Company,(989) 400-4666,mtpleasantbrew.com,"3068 Jen's Way Mount Pleasant, MI 48858",Mount Pleasant, 48858,42.724906,-83.900854,1
5 Lakes Brewing Company,(616) 359-9555,5lakesbrewing.com,"1638 142nd Ave Dorr, MI 49323",Dorr, 49323,42.724967,-85.706122,1
Ellison Brewery & Spirits,(517) 203-4904,www.ellisonbrewing.com,"4903 Dawn Ave. East Lansing, MI 48823",East Lansing, 48823,42.72509,-84.451279,1
Lansing Brewing Company ,,http://www.lansingbrewingcompany.com/,, Lansing,,42.733771,-84.55538,4
Arcadia SmokeHouse-Lansing,(517) 482-2739,www. .com/arcadialansing,"2101 E. Michigan Avenue Lansing , MI  48912",Lansing , 48912,42.733815,-84.520709,1
Ellison Brewery and Spirits ,,http://www.ellisonbrewing.com/,, East Lansing,,42.735542,-84.485247,4
Harper’s Restaurant & Brewpub,(517) 333-4040,harpersbrewpub.com,"131 Albert  East Lansing, MI 48823",East Lansing, 48823,42.736115,-84.4835,1
Lansing Brewing Company,(517) 371-2600,www.lansingbrewingcompany.com,"518 East Shiawassee Street Lansing, MI 48192",Lansing, 48192,42.736842,-84.545509,1
Sanctuary Brewery @Sanctuary Spirits,(517) 925-1930,`,"902 East Saginaw Grand Ledge, MI 48837",Grand Ledge, 48837,42.740779,-84.735703,1
Burgdorf's Winery,,,5635 Shoeman Road,Haslett,48840,42.748022,-84.347683,2
Ozone’s Brewhouse,(517) 999-2739,www.ozonesbrewhouse.com,"305 Beaver Street Lansing, MI 48906",Lansing, 48906,42.751012,-84.549052,1
BrickHaven Brewing Company,(517) 925-1319,`,"200 East Jefferson Street Grand Ledge , MI 48837",Grand Ledge , 48837,42.75205,-84.745453,1
Tulip City Brewstillery,"
(616) 834-5661",https://www.facebook.com/tulipcitybrewstillery/,"430 W 17th Street, Suite 27 Holland , MI 49423",Holland , 49423,42.781637,-86.128375,1
Bam! Entertainment Center,(616) 392-7086,gobamgo.com,"478 East 16th Street Holland, MI 49493",Holland, 49493,42.783096,-86.086095,1
Fourth Coast Ciderworks ,,https://fourthcoastciderworks.com/,, Lake Orion,,42.784475,-83.239661,4
Fourth Coast Ciderworks ,,https://fourthcoastciderworks.com/,, Lake Orion,,42.784475,-83.239661,4
New Holland B.C.-Pub,(616) 355-6422,newhollandbrew.com,"66 East 8'th Street Holland, MI 49423",Holland, 49423,42.790105,-86.104115,1
New Holland Brewing,,,66 East 8th Street ,Holland,49423,42.790105,-86.104115,2
Our Brewing Company,(231) 838-0638,ourbrewingcompany.com,"76 East 8th Street Holland, MI 49423",Holland, 49423,42.79019,-86.103754,1
Big Lake Brewing Company,(616) 796-8888,http://biglakebrewing.com,"13 West 7th Street Holland , MI 49423",Holland , 49423,42.791494,-86.107916,1
Lynchpin Beer Co. (in The Laundry),(810) 629-8852,lynchpinbeer.com,"125 W. Shiawassee Fenton, MI 48430",Fenton, 48430,42.793499,-83.704815,1
Brewery 4 Two 4,(616) 377-7773,www.brewery4two4.com,"321 Douglas Ave Holland, MI 49424",Holland, 49424,42.797728,-86.123822,1
Spicer Orchards Winery ,,http://www.spicerorchards.com/,, Fenton,,42.797806,-83.70495,4
Northern Oak Brewery,(248) 892-2661,www.northernoakbrewery.com,"806 S. Saginaw Holly, MI 48442",Holly, 48442,42.800263,-83.62738,1
EB Coffee & Pub,(616) 891-7700,ebcoffeepub.com,"8980 North Rogers Court Caledonia, MI 49316",Caledonia, 49316,42.801403,-85.508431,1
"Village Winery (Romeo, Michigan)",,,134 W. St. Clair Street,Romeo,48065,42.802616,-83.015807,2
"Great Legs Winery, Brewery, Distillery",(616) 916-9729,www.greatlegswinery.com,"332 East Lakewood Boulevard Holland, MI 49424",Holland, 49424,42.804781,-86.12385,1
Starr Craft Brewery,(586) 430-1564,www. .com/Starrbrew,"69209 N. Forest Ave Richmond, MI 48062",Richmond, 48062,42.811554,-82.756373,1
Alebird Taphouse & Brewery,(616) 583-8457,www.alebird.com,"2619 84th St. SW Byron Center, MI 49315",Byron Center, 49315,42.812301,-85.728443,1
Tripelroot,(616) 953-0050,tripelroot.com,"146 East Main Zeeland, MI 49464",Zeeland, 49464,42.812435,-86.028817,1
New Holland B.C.-Production Facility,(616) 355-6422,`,"684 Commerce Court Holland, MI 49424",Holland, 49424,42.817665,-86.113302,1
Seven Lakes Vineyard & Winery,,,1111 Tinsman Rd,Fenton,48430,42.819823,-83.683478,2
Gravel Capital Brewing,(248) 628-3379,gravelcapital.com,"14 N Washington St,  Oxford, MI 48371",Oxford, 48371,42.825178,-83.265525,1
Hopland Brewstillery,(616) 546-1313,www.hoplandbrewstillery.com,"977 Butternut Ave, Ste. 4 Holland, MI 49424",Holland, 49424,42.827361,-86.136477,1
HomeGrown Brewing Company,(248) 800-4244,https://www.homegrownbrewco.com,"28 North Washington Street Oxford, MI 48371",Oxford, 48371,42.828109,-83.267888,1
Railtown Brewing Company,(616) 881-2364,railtownbrewing.com,"3555 68th Street SE Dutton, MI 49316",Dutton, 49316,42.841491,-85.575739,1
Looking Glass Brewing Company,(517) 618-1373,`,"115 North Bridge Street,  Dewitt, MI 48820",Dewitt, 48820,42.842436,-84.569224,1
Blake’s Hard Cider Co. ,,http://www.blakeshardcider.com/,, Armada,,42.844196,-82.884372,4
Blake Hard Cider Co.,(586) 784-9463,`,"17985 Armada Center Rd Armada, MI 48005",Armada, 48005,42.849425,-82.951249,1
Blake's Hard Cider Co.,,,17985 Armada Center Road,Armada,48005,42.849425,-82.951249,2
Fenton Winery & Brewery,(810) 373-4194,fentonbrewery.com,"1370 North Long Lake Road Fenton, MI 48430",Fenton, 48430,42.851556,-83.704709,1
Hudsonville Winery,,,3768 Chicago Drive,Hudsonville,49426,42.862155,-85.875762,2
Hudsonville Pike 51 Brewing Company,(616) 662-4589,www.pike51.com,"3768 Chicago Drive Husdonville, MI 49426",Husdonville, 49426,42.862202,-85.875595,1
White Flame Brewing Company,(616) 822-8269,whiteflamebrewing.com,"5234 36th Avenue Hudsonville, MI 49426",Hudsonville, 49426,42.864805,-85.871062,1
Farmhaus Cider Co. ,,http://farmhauscider.com/,, Hudsonville,,42.870889,-85.865235,4
ConfluxCity Brewing Company,(517) 526-9091,confluxcitybrew.com,"110 N Water Street Portland, MI 48875",Portland, 48875,42.871424,-84.903215,1
Jaden James Brewery at Cascade Winery,(616) 656-4665,cascadecellars.com,"4665 Broadmoor Kentwood, MI 49512",Kentwood, 49512,42.8791,-85.561371,1
Cascade Winery,,,4665 Broadmoor,Grand Rapids,49512,42.880283,-85.562714,2
Kitzingen Brewery,(616) 301-1811,www.Kitzingen-Brewery.com,"1760 44th St SW Suite 8 Wyoming, MI 49509",Wyoming, 49509,42.884396,-85.708295,1
Osgood Brewing Company,(616) 432-3881,www.osgoodbrewing.com,"4051 Chicago Drive SW. Grandville, MI 49418",Grandville, 49418,42.90933,-85.764203,1
Arvon Brewing Co.-Production Facility Only,(616) 224-0086,www.arvonbrewingco.com,"3057 Broadway Ave SW Grandville, MI 49418",Grandville, 49418,42.90944,-85.772051,1
Broad Leaf Local Beer (Brewery Vivant),(616) 803-0602,broadleafbeer.com,"2885 Lake Eastbrook Boulevard, Kentwood, MI 49512",Kentwood, 49512,42.911176,-85.575094,1
Schmohz Brewing Company,(616) 949-0860,www.schmohz.com,"2600 Patterson Ave. SE Grand Rapids, MI 49546",Grand Rapids, 49546,42.9156,-85.549151,1
Brass Ring Brewing,(616) 460-1587,www.brassringbrewing.com,"2404 Eastern Ave. SE Grand Rapids, MI 49507",Grand Rapids, 49507,42.919874,-85.647415,1
TwoGuys Brewing,(616) 881-2260,twoguys-brewing.com,"2356 Porter St SW Wyoming, MI 49519",Wyoming, 49519,42.921161,-85.724218,1
Thornapple Brewing Company,(616) 288-6907,www.thornapplebrewing.com,"6262 28th St SE, Cascade Center Mall Cascade, MI 49546",Cascade, 49546,42.922011,-85.51328,1
Harsens Island Brewery,(810) 937-2937,`,"808 Gratiot Blvd. Marysville, MI 48040",Marysville, 48040,42.922466,-82.471511,1
New Union Brewery,(616) 319-7171,`,"400 West Main Street Lowell, MI 49331",Lowell, 49331,42.933078,-85.343988,1
Sunshine Meadery,,www.sunshinemead.com,501 Ottawa St,Lowell,49331,42.933601,-85.341855,3
Painted Turtle Hard Cider ,,http://www.paintedturtlehardcider.com/,, Lowell,,42.933601,-85.341855,4
Big Boiler Brewing,(616) 987-3155,bigboilerbrewing.com,"318 East Main Street Lowell, MI 49331",Lowell, 49331,42.934629,-85.336553,1
Arktos Meadery,,www.arktosmeadery.com,1251 Century Ave SW,Grand Rapids,49503,42.940209,-85.678927,3
Redwood Steakhouse and B.C.,(810) 233-8000,theredwoodlodge.com,"5304 Gateway Center Flint , MI 48507",Flint , 48507,42.946067,-83.720419,1
Founders Brewing Co.,,,235 Grandville Ave. SW ,Grand Rapids,49503,42.951191,-85.677308,2
Acme Cider Co. ,,http://www.acmecider.com/,, Ada,,42.954714,-85.487952,4
Sietsema Orchards ,,http://www.sietsemaorchards.com/,, Ada,,42.954714,-85.487952,4
Harmony Brewing Company,(616) 459-9333,Harmonybeer.com,"1551 Lake Dr. SE Grand Rapids, MI 49506",Grand Rapids, 49506,42.955013,-85.630668,1
Gravel Bottom Craft Brewery & Supply.,(616) 920-7398,www.gravelbottom.com,"452 Ada Drive Ada, MI 49301",Ada, 49301,42.95524,-85.484587,1
Elk Brewing Company,(616) 238-5227,elkbrewing.com,"700 Wealth Street SE Grand Rapids, MI 49503",Grand Rapids, 49503,42.95563,-85.651754,1
East West Brewing Company,(616) 288-5250,`,"1400 Lake Drive SE Grand Rapids, MI 49862",Grand Rapids, 49862,42.957318,-85.634947,1
Brew Works of Fremont,(231) 335-5105,www.thecommonsoffremont.com,"5885 S.Warner Fremont, MI 49506",Fremont, 49506,42.957848,-85.642426,1
Founders Brewing Company,(616) 776-1195,foundersbrewing.com,"235 Grandville Ave S W  Grand Rapids, MI 49503",Grand Rapids, 49503,42.958774,-85.673412,1
Brewery Vivant,(616) 719-1604,www.breweryvivant.com,"925 Cherry Street SE Grand Rapids, MI 49506",Grand Rapids, 49506,42.959888,-85.645962,1
Grand Rapids Brewing Company,(616) 458-7000,www.grbrewingcompany.com,"1 Ionia Ave SW Grand Rapids, MI 49503",Grand Rapids, 49503,42.963111,-85.670381,1
Robinette Cellars ,,https://robinettes.com/,, Grand Rapids,,42.96324,-85.667864,4
Sierra Rose Ciders ,,http://www.sierrarosewinery.com/,, Grand Rapids,,42.96324,-85.667864,4
The Peoples Cider Co. ,,http://www.thepeoplescider.com/,, Grand Rapids,,42.96324,-85.667864,4
Thornapple Brewing Co. ,,http://www.thornapplebrewing.com/,, Grand Rapids,,42.96324,-85.667864,4
B.O.B.’s House of Brews Brewery,(616) 356-2000,thebob.com,"20 Monroe Avenue NW Grand Rapids, MI 49503",Grand Rapids, 49503,42.963826,-85.672484,1
Fountain Hill Brewery and Peter's Pub.,,www.grcc.edu/secchiainstituteforculinaryeducationsice/fountainhillbrewery,"151 Fountain ST. NE Grand Rapids, MI 49503",Grand Rapids, 49503,42.965485,-85.664593,1
Atwater Brewery in Grand Rapids,(616) 649-3020,www.atwaterbeer.com,"201 Michigan Street, NW Grand Rapids, MI 49506",Grand Rapids, 49506,42.969989,-85.610399,1
Jolly Pumpkin Pizzeria & Brewery-Grand Rapids,(616) 419-4676,www.jollypumpkin.com,"428 Bridge Street NW Grand Rapids, MI 49504",Grand Rapids, 49504,42.970516,-85.680379,1
Harmony Hall,(616) 233-9186,www.harmonybeer.com,"401 NW Stocking Avenue Grand Rapids, MI 49504",Grand Rapids, 49504,42.970672,-85.683933,1
"New Holland B.C.'s Knickerbocker Brewpub & Distillery, The",(616) 345-5642,www. .com/newhollandknickerbocker,"417 Bridge Street NW Grand Rapids, MI 49504",Grand Rapids, 49504,42.970675,-85.680087,1
Vander Mill Cidery and Restaurant,(616) 259-8828,vandermill.com,"505 Ball Ave. NE Grand Rapids, MI 49503",Grand Rapids, 49503,42.971272,-85.630595,1
DeHop's Brewing Company & Café,(616) 805-3363,www.dehops.com,"363 Cummings Ave NW Walker, MI 49534",Walker, 49534,42.971734,-85.771457,1
Trail Point Brewing Company,(616) 895-2793,www.trailpointbrewing.com,"6035 Lake Michigan Drive Allendale, MI 49401",Allendale, 49401,42.972428,-85.936117,1
Wings Etc. (Black & Blue Brewery),(810) 479-9606,https://www.facebook.com/BlacknBluebeer/,"330 Quay St Port Huron, MI 48060",Port Huron, 48060,42.975558,-82.422321,1
City Built Brewing Company,(616) 805-5755,citybuiltbrewing.com,"820 North Monroe NW no phone numberGrand Rapids, MI 49503",Grand Rapids, 49503,42.976955,-85.672409,1
Steele Street Brewing,(616) 523-4003,`,"300 South Steele Street Ionia, MI 48846",Ionia, 48846,42.981358,-85.067662,1
"Mitten Brewing Company, The",(616) 608-5612,www.mittenbrewing.com,"527 Leonard St, NW Grand Rapids, MI 49504",Grand Rapids, 49504,42.985068,-85.680909,1
Creston Brewery,(616) 805-4523,www.crestonbrewery.com,"1504 Plainfield Ave, NW Grand Rapids, MI 49505",Grand Rapids, 49505,42.989499,-85.663911,1
"Red Baron, The",(810) 744-1310,baronburger.com,"2495 South Center Road Burton, MI 48509",Burton, 48509,42.992511,-83.633739,1
Greyline Brewing Company,,www.greylinebrewing.com,"1727 Alpine Ave NW Grand Rapids, MI 49504",Grand Rapids, 49504,42.994982,-85.688443,1
Phillips Orchards ,,http://www.phillipsorchards.com/,, St Johns,,43.000928,-84.55851,4
Uncle John’s ,,,,,,43.000928,-84.55851,4
Redline Brewing Company,(810) 259-2009,www. .com,"5470 Lapeer Road Burton, MI 48509",Burton, 48509,43.010854,-83.597207,1
Tenacity Brewery,(810) 339-6676,www.tenacitybrewing.com,"119 Grand Traverse Street Flint, MI 48503",Flint, 48503,43.015552,-83.696898,1
Flint City Hard Cider Co. ,,https://www.facebook.com/FlintCityHardCiderCo/,, Flint,,43.016169,-83.690021,4
Uncle John's Fruit House Winery,,,8614 North US 127,St Johns,48879,43.024263,-84.563153,2
Robinette's Apple Haus & Winery,,,3142 4 Mile Road NE,Grand Rapids,49525,43.028064,-85.592066,2
Speciation Artisan Ales,(000) 000-0000,speciationartisanales.com,"3721 Laramie NE Comstock Park, MI 49321",Comstock Park, 49321,43.030685,-85.66808,1
Elk Brewing Comstock Park,(616) 214-8172,http://elkbrewing.com,"400 Dodge Street, NE,  Comstock Park, MI 49321",Comstock Park, 49321,43.044947,-85.658841,1
MD’s Sports Tavern,(810) 653-6408,www.mdsportstavern.com,"3040 State Road Davision, MI 48423",Davision, 48423,43.053153,-83.518089,1
Tilted Axis Brewing Company,(810) 969-4477,www.tiltedaxis.beer,"303 W. Nepessing Street Lapeer, MI 48446",Lapeer, 48446,43.053776,-83.312476,1
Bier Distillery,(616) 888-9746,`,"5295 West River Dr NW Comstock Park, MI 49321",Comstock Park, 49321,43.058934,-85.64159,1
Pink Barrel Cellars,(616) 784-2820,PinkBarrelCellars.com,"3025 6 Mile Rd NW, Grand Rapids, MI 49544",Grand Rapids, 49544,43.059139,-85.744322,1
Almar Orchards ,,http://jksfarmhouseciders.com/,, Flushing,,43.063083,-83.851073,4
Grand Armory Brewing,(616) 414-7822,www.grandarmorybrewing.com,"17 South 2'nd Street Grand Haven, MI 49417",Grand Haven, 49417,43.063788,-86.231256,1
Perrin Brewing Company,(616) 551-1957,www.perrinbrewing.com,"5910 Comstock Park Dr  Comstock Park, MI 49321",Comstock Park, 49321,43.071512,-85.682212,1
Odd Side Ales,(616) 935-7326,oddsideales.com,"41 Washington Grand Haven, MI 49448",Grand Haven, 49448,43.075603,-86.06512,1
Vander Mill,(616) 842-4337,https://vandermill.com/0,"14921 Cleveland Street Spring Lake, MI 49456",Spring Lake, 49456,43.076424,-86.170175,1
Old Boys’ Brew House,(616) 850-9950,oldboysbrewhouse.com,"971 West Savidge Spring Lake, MI 49456",Spring Lake, 49456,43.076689,-86.176491,1
Third Nature Brewing Company,(616) 512-9314,thirdnaturebrewing.com,"7733 Childsdale Ave NE Rockford, MI 49341",Rockford, 49341,43.107951,-85.572578,1
Jk's Scrumpy,,,1431 Duffield Road,Flushing,48433,43.117745,-83.912346,2
Rockford Brewing Company,(616) 951-4677,rockfordbrewing.com,"12 East Bridge Street Rockford, MI 49341",Rockford, 49341,43.119555,-85.560905,1
Depot No. 36. (Kayla Rae Cellars),(616) 951-1213,kaylaraecellars.com,"31 Courtland Street Rockford, MI 49341",Rockford, 49341,43.120963,-85.559317,1
Schaefer Cider Company ,,http://www.schaeferciders.com/,, Conklin,,43.127293,-85.881863,4
McCallum's Orchard and Cider Mill,,,5697 Harris Road,Jeddo,48032,43.13786,-82.572538,2
Cellar Brewing Company ,,http://cellarbrewingco.com/,, Sparta,,43.160858,-85.710039,4
Cellar Brewing Company,(616) 383-1234,cellarbrewingco.com,"500 West Division Street Sparta, MI 49345",Sparta, 49345,43.160897,-85.71763,1
Castle Brewing Company,(616) 712-6226,castlebrewingco.com,"1310 West Washington  Greenville, MI 48838",Greenville, 48838,43.17738,-85.27032,1
Flat River Brewing Company,(616) 232-2447,www.flatriverbrewingco.com,"300 W. Greenville West Dr. Greenville, MI 48838",Greenville, 48838,43.183445,-85.277732,1
Cedar Springs Brewing Company,(616) 696-2337,www.csbrew.com,"95 North Main Cedar Springs, MI 49319",Cedar Springs, 49319,43.22336,-85.551424,1
Lake Effect Winery,,,5506 Harvey Street,Muskegon,49444,43.226913,-86.204331,2
Clay Avenue Cellars,,,611 Clay Avenue,Muskegon,49440,43.230944,-86.257975,2
Piegon Hill Brewing Company,(231) 375-5184,pigeonhillbrew.com,"500 West Western Ave, Suite 1 Muskegon, MI 49440",Muskegon, 49440,43.233801,-86.255815,1
Unruly Brewing Company,(231) 288-1068,www.unrulybrewing.com,"360 West Western Muskegon, MI 49440",Muskegon, 49440,43.235058,-86.253624,1
Rake Beer Project,,www.rakebeerproject.com,"794 Pine Street Muskegon, MI 49442",Muskegon, 49442,43.238099,-86.245505,1
Hometown Cellars,,, 108 East Center Street ,Ithaca,48847,43.291572,-84.605961,2
Frankenmuth Brewery,(989) 262-8300,frankenmuthbrewery.com,"425 South Main Street Frankenmuth, MI 48734",Frankenmuth, 48734,43.328933,-83.739294,1
Ridge Cider Co. ,,http://www.ridgecider.com/,, Grant,,43.336132,-85.810882,4
Alma Brewing Company,(989) 462-0208,www.almabrewing.com,"208 East Superior Street Alma, MI 48801",Alma, 48801,43.378888,-84.658889,1
Blue Water Winery and Vineyard,,,7131 Holverson Road,Carsonville,48419,43.380036,-82.544411,2
Fetch Brewing Company,(231) 292-1048,`,"100 West Colby Street Whitehall, MI 49461",Whitehall, 49461,43.409773,-86.349485,1
"Maple Grille, The",(989) 233-2895,themaplegrille.net,"13105 Gratiot Road Hemlock, MI 48626",Hemlock, 48626,43.412431,-84.275897,1
Eastman’s Forgotten Ciders ,,https://www.facebook.com/EastmansForgottenCiders,, Wheeler,,43.412807,-84.437774,4
Loggers Brewing Company,(989) 401-3085,www.loggersbrewingcompany.com,"1215 South River Road Shields, MI 48609",Shields, 48609,43.416917,-84.049221,1
North Grove Brewers,(231) 894-0144,www.northgrovebrewers.com,"8735 Water St  Montague, MI 49437",Montague, 49437,43.41724,-86.354434,1
Oracle Brewing Company,(989) 401-7446,www.oraclebeer.com,"122 N Michigan Ave Saginaw, MI 48602",Saginaw, 48602,43.417723,-83.964013,1
